@800 context (u1)
@1535698737977 s3 (ds8,100)
@1535698738013 s1 (ds3,90,90)
@1535698738042 s2 (ds4,115)
@1535698738110 s4 (51)
@1535698738131 s5 (125)
@1535698738221 s3 (ds1,88)
@1535698738278 s2 (ds4,189)
@1535698738301 s1 (ds9,110,110)
@1535698738346 s5 (79)
@1535698738409 s4 (66)
@1535698738448 s3 (ds4,94)
@1535698738505 s1 (ds6,138,138)
@1535698738524 s2 (ds9,87)
@1535698738549 s5 (54)
@1535698738702 s4 (130)
@1535698738708 s1 (ds7,194,194)
@1535698738736 s3 (ds10,79)
@1535698738770 s5 (177)
@1535698738801 s2 (ds1,197)
@1535698738927 s4 (159)
@1535698738953 s1 (ds3,166,166)
@1535698739000 s3 (ds2,90)
@1535698739030 s5 (190)
@1535698739067 s2 (ds6,137)
@1535698739166 s1 (ds5,192,192)
@1535698739197 s4 (97)
@1535698739243 s5 (103)
@1535698739249 s3 (ds1,137)
@1535698739286 s2 (ds8,117)
@1535698739373 s1 (ds7,189,189)
@1535698739423 s4 (152)
@1535698739474 s3 (ds5,86)
@1535698739488 s5 (101)
@1535698739581 s2 (ds9,98)
@1535698739642 s4 (92)
@1535698739668 s1 (ds7,155,155)
@1535698739698 s3 (ds2,109)
@1535698739735 s5 (77)
@1535698739787 s2 (ds3,135)
@1535698739865 s4 (114)
@1535698739906 s3 (ds8,58)
@1535698739912 s1 (ds5,142,142)
@1535698739968 s5 (98)
@1535698740043 s2 (ds8,179)
@1535698740114 s4 (105)
@1535698740120 s3 (ds4,136)
@1535698740136 s1 (ds2,-1,188)
@1535698740220 s5 (164)
@1535698740342 s2 (ds10,131)
@1535698740360 s4 (128)
@1535698740394 s3 (ds3,75)
@1535698740427 s1 (ds8,156,156)
@1535698740515 s5 (61)
@1535698740604 s4 (109)
@1535698740621 s3 (ds2,120)
@1535698740627 s2 (ds10,161)
@1535698740716 s1 (ds4,170,170)
@1535698740810 s5 (169)
@1535698740833 s2 (ds7,179)
@1535698740836 s3 (ds9,97)
@1535698740862 s4 (147)
@1535698740990 s1 (ds6,180,180)
@1535698741052 s5 (164)
@1535698741071 s3 (ds8,78)
@1535698741124 s2 (ds5,110)
@1535698741133 s4 (104)
@1535698741287 s3 (ds3,196)
@1535698741287 s1 (ds8,174,174)
@1535698741339 s5 (53)
@1535698741375 s2 (ds10,66)
@1535698741386 s4 (146)
@1535698741520 s3 (ds4,61)
@1535698741579 s1 (ds10,83,83)
@1535698741632 s4 (195)
@1535698741639 s5 (58)
@1535698741647 s2 (ds8,163)
@1535698741778 s3 (ds2,165)
@1535698741815 s1 (ds6,173,173)
@1535698741844 s4 (94)
@1535698741888 s5 (66)
@1535698741894 s2 (ds7,148)
@1535698741997 s3 (ds4,132)
@1535698742084 s1 (ds7,173,173)
@1535698742098 s4 (171)
@1535698742123 s2 (ds3,152)
@1535698742133 s5 (125)
@1535698742278 s3 (ds8,166)
@1535698742305 s4 (88)
@1535698742322 s1 (ds10,92,92)
@1535698742327 s2 (ds4,178)
@1535698742408 s5 (180)
@1535698742507 s4 (101)
@1535698742511 s3 (ds1,182)
@1535698742583 s2 (ds8,175)
@1535698742596 s1 (ds10,84,84)
@1535698742704 s5 (192)
@1535698742713 s3 (ds2,146)
@1535698742728 s4 (139)
@1535698742811 s2 (ds6,157)
@1535698742851 s1 (ds4,164,164)
@1535698742914 s5 (99)
@1535698742995 s3 (ds8,170)
@1535698743004 s4 (137)
@1535698743057 s2 (ds1,139)
@1535698743116 s1 (ds9,64,64)
@1535698743149 s5 (88)
@1535698743241 s4 (161)
@1535698743281 s3 (ds7,141)
@1535698743334 s2 (ds7,102)
@1535698743413 s1 (ds7,61,61)
@1535698743431 s5 (142)
@1535698743505 s4 (86)
@1535698743556 s3 (ds3,119)
@1535698743596 s2 (ds1,198)
@1535698743659 s5 (157)
@1535698743662 s1 (ds4,126,126)
@1535698743780 s4 (171)
@1535698743816 s2 (ds2,174)
@1535698743820 s3 (ds6,180)
@1535698743908 s5 (130)
@1535698743929 s1 (ds5,55,55)
@1535698744053 s4 (158)
@1535698744081 s3 (ds5,87)
@1535698744085 s2 (ds6,178)
@1535698744154 s5 (83)
@1535698744186 s1 (ds5,151,151)
@1535698744258 s4 (141)
@1535698744336 s2 (ds6,164)
@1535698744378 s3 (ds2,177)
@1535698744412 s1 (ds3,75,75)
@1535698744451 s5 (95)
@1535698744474 s4 (167)
@1535698744596 s3 (ds9,61)
@1535698744623 s2 (ds5,65)
@1535698744671 s1 (ds8,117,117)
@1535698744744 s5 (165)
@1535698744748 s4 (100)
@1535698744839 s2 (ds6,142)
@1535698744873 s3 (ds6,70)
@1535698744923 s1 (ds7,73,73)
@1535698744952 s4 (90)
@1535698745042 s5 (82)
@1535698745115 s3 (ds3,60)
@1535698745133 s2 (ds2,102)
@1535698745200 s1 (ds8,73,73)
@1535698745232 s4 (121)
@1535698745340 s5 (193)
@1535698745363 s3 (ds6,173)
@1535698745405 s2 (ds4,123)
@1535698745436 s4 (96)
@1535698745476 s1 (ds9,53,53)
@1535698745553 s5 (134)
@1535698745610 s3 (ds5,110)
@1535698745667 s4 (107)
@1535698745702 s2 (ds7,59)
@1535698745758 s1 (ds6,96,96)
@1535698745808 s5 (160)
@1535698745849 s3 (ds3,53)
@1535698745905 s2 (ds7,171)
@1535698745967 s4 (54)
@1535698745987 s1 (ds4,143,143)
@1535698746013 s5 (110)
@1535698746100 s3 (ds5,183)
@1535698746206 s2 (ds3,193)
@1535698746220 s1 (ds9,176,176)
@1535698746255 s4 (101)
@1535698746295 s5 (65)
@1535698746364 s3 (ds8,158)
@1535698746439 s1 (ds9,163,163)
@1535698746487 s2 (ds3,152)
@1535698746503 s4 (198)
@1535698746591 s5 (55)
@1535698746631 s3 (ds7,94)
@1535698746722 s1 (ds5,113,113)
@1535698746753 s2 (ds5,196)
@1535698746775 s4 (196)
@1535698746884 s5 (138)
@1535698746884 s3 (ds9,93)
@1535698746985 s2 (ds2,138)
@1535698747004 s4 (55)
@1535698747020 s1 (ds1,195,195)
@1535698747086 s3 (ds6,135)
@1535698747140 s5 (59)
@1535698747272 s4 (92)
@1535698747283 s2 (ds10,114)
@1535698747284 s1 (ds10,84,84)
@1535698747330 s3 (ds7,83)
@1535698747341 s5 (179)
@1535698747479 s4 (120)
@1535698747502 s1 (ds6,199,199)
@1535698747538 s2 (ds2,163)
@1535698747545 s3 (ds9,180)
@1535698747639 s5 (155)
@1535698747692 s4 (82)
@1535698747743 s2 (ds9,87)
@1535698747769 s1 (ds4,193,193)
@1535698747774 s3 (ds6,55)
@1535698747908 s4 (59)
@1535698747915 s5 (50)
@1535698747973 s1 (ds5,198,198)
@1535698748022 s2 (ds8,146)
@1535698748040 s3 (ds4,198)
@1535698748129 s5 (108)
@1535698748137 s4 (182)
@1535698748174 s1 (ds7,158,158)
@1535698748294 s3 (ds3,141)
@1535698748296 s2 (ds5,124)
@1535698748366 s4 (167)
@1535698748405 s1 (ds8,85,85)
@1535698748413 s5 (141)
@1535698748563 s2 (ds7,180)
@1535698748566 s4 (139)
@1535698748582 s3 (ds9,122)
@1535698748613 s5 (94)
@1535698748702 s1 (ds3,185,185)
@1535698748835 s2 (ds3,63)
@1535698748836 s5 (130)
@1535698748845 s4 (68)
@1535698748883 s3 (ds7,74)
@1535698748986 s1 (ds3,94,94)
@1535698749051 s4 (134)
@1535698749086 s2 (ds3,149)
@1535698749087 s5 (103)
@1535698749115 s3 (ds8,164)
@1535698749252 s1 (ds3,87,87)
@1535698749307 s4 (165)
@1535698749341 s3 (ds1,105)
@1535698749348 s5 (119)
@1535698749354 s2 (ds6,161)
@1535698749454 s1 (ds6,169,169)
@1535698749588 s5 (99)
@1535698749590 s4 (117)
@1535698749602 s3 (ds9,97)
@1535698749618 s2 (ds3,136)
@1535698749678 s1 (ds2,-1,187)
@1535698749806 s4 (177)
@1535698749835 s3 (ds5,122)
@1535698749886 s5 (104)
@1535698749905 s2 (ds3,146)
@1535698749933 s1 (ds6,166,166)
@1535698750061 s3 (ds10,158)
@1535698750088 s4 (179)
@1535698750104 s5 (93)
@1535698750203 s2 (ds10,77)
@1535698750211 s1 (ds4,175,175)
@1535698750318 s5 (63)
@1535698750328 s3 (ds10,68)
@1535698750338 s4 (170)
@1535698750418 s2 (ds10,136)
@1535698750463 s1 (ds4,101,101)
@1535698750559 s3 (ds4,173)
@1535698750563 s5 (89)
@1535698750601 s4 (167)
@1535698750623 s2 (ds10,61)
@1535698750721 s1 (ds4,196,196)
@1535698750803 s4 (194)
@1535698750808 s5 (148)
@1535698750834 s3 (ds9,102)
@1535698750844 s2 (ds4,70)
@1535698750931 s1 (ds1,73,73)
@1535698751037 s4 (136)
@1535698751043 s5 (121)
@1535698751102 s2 (ds1,162)
@1535698751105 s3 (ds7,87)
@1535698751158 s1 (ds5,105,105)
@1535698751299 s5 (54)
@1535698751307 s3 (ds4,91)
@1535698751319 s4 (109)
@1535698751396 s2 (ds8,115)
@1535698751413 s1 (ds4,87,87)
@1535698751505 s5 (126)
@1535698751521 s3 (ds1,84)
@1535698751571 s4 (124)
@1535698751643 s1 (ds2,119,119)
@1535698751695 s2 (ds6,132)
@1535698751770 s3 (ds6,188)
@1535698751799 s5 (50)
@1535698751833 s4 (160)
@1535698751933 s1 (ds5,170,170)
@1535698751977 s2 (ds9,104)
@1535698751996 s3 (ds1,113)
@1535698752026 s5 (99)
@1535698752096 s4 (176)
@1535698752154 s1 (ds3,94,94)
@1535698752225 s3 (ds6,59)
@1535698752239 s2 (ds9,105)
@1535698752260 s5 (193)
@1535698752360 s4 (159)
@1535698752394 s1 (ds6,80,80)
@1535698752439 s2 (ds7,90)
@1535698752469 s3 (ds5,130)
@1535698752478 s5 (197)
@1535698752594 s4 (74)
@1535698752658 s1 (ds1,151,151)
@1535698752678 s3 (ds9,51)
@1535698752699 s2 (ds2,142)
@1535698752763 s5 (93)
@1535698752804 s4 (95)
@1535698752892 s3 (ds5,103)
@1535698752902 s1 (ds4,52,52)
@1535698752976 s2 (ds4,189)
@1535698753029 s4 (73)
@1535698753033 s5 (153)
@1535698753144 s1 (ds6,97,97)
@1535698753189 s3 (ds5,195)
@1535698753230 s4 (69)
@1535698753235 s5 (88)
@1535698753236 s2 (ds7,144)
@1535698753346 s1 (ds1,136,136)
@1535698753397 s3 (ds7,102)
@1535698753469 s5 (112)
@1535698753491 s4 (66)
@1535698753497 s2 (ds10,144)
@1535698753554 s1 (ds3,60,60)
@1535698753683 s3 (ds2,134)
@1535698753688 s5 (90)
@1535698753701 s4 (136)
@1535698753718 s2 (ds5,103)
@1535698753778 s1 (ds8,171,171)
@1535698753893 s3 (ds4,121)
@1535698753950 s5 (72)
@1535698753969 s4 (75)
@1535698753988 s2 (ds2,91)
@1535698754072 s1 (ds5,176,176)
@1535698754147 s3 (ds7,139)
@1535698754200 s4 (76)
@1535698754240 s5 (160)
@1535698754288 s2 (ds10,139)
@1535698754349 s1 (ds9,86,86)
@1535698754395 s3 (ds9,87)
@1535698754465 s4 (193)
@1535698754469 s5 (72)
@1535698754560 s1 (ds1,115,115)
@1535698754575 s2 (ds4,120)
@1535698754659 s3 (ds7,111)
@1535698754760 s4 (193)
@1535698754765 s5 (107)
@1535698754821 s1 (ds7,117,117)
@1535698754851 s2 (ds6,55)
@1535698754923 s3 (ds1,193)
@1535698755023 s5 (198)
@1535698755024 s4 (63)
@1535698755027 s1 (ds1,173,173)
@1535698755080 s2 (ds3,105)
@1535698755162 s3 (ds7,95)
@1535698755265 s1 (ds8,123,123)
@1535698755283 s4 (155)
@1535698755322 s5 (93)
@1535698755345 s2 (ds2,136)
@1535698755440 s3 (ds3,74)
@1535698755500 s4 (171)
@1535698755544 s1 (ds6,188,188)
@1535698755570 s5 (198)
@1535698755638 s2 (ds4,152)
@1535698755705 s3 (ds4,156)
@1535698755771 s1 (ds6,75,75)
@1535698755785 s4 (54)
@1535698755838 s5 (149)
@1535698755902 s2 (ds7,139)
@1535698755982 s3 (ds9,188)
@1535698756011 s1 (ds3,90,90)
@1535698756077 s4 (50)
@1535698756104 s2 (ds1,199)
@1535698756123 s5 (81)
@1535698756217 s3 (ds9,148)
@1535698756289 s1 (ds2,99,99)
@1535698756349 s4 (90)
@1535698756362 s2 (ds2,149)
@1535698756419 s5 (64)
@1535698756465 s3 (ds6,160)
@1535698756496 s1 (ds7,92,92)
@1535698756597 s2 (ds10,139)
@1535698756606 s4 (151)
@1535698756656 s5 (115)
@1535698756674 s3 (ds5,111)
@1535698756784 s1 (ds9,122,122)
@1535698756806 s2 (ds10,92)
@1535698756874 s4 (81)
@1535698756886 s3 (ds3,161)
@1535698756940 s5 (63)
@1535698757067 s2 (ds8,156)
@1535698757070 s1 (ds10,98,98)
@1535698757139 s4 (198)
@1535698757168 s3 (ds4,174)
@1535698757205 s5 (87)
@1535698757280 s1 (ds6,98,98)
@1535698757291 s2 (ds5,96)
@1535698757397 s4 (172)
@1535698757415 s5 (110)
@1535698757415 s3 (ds5,122)
@1535698757533 s1 (ds5,104,104)
@1535698757588 s2 (ds2,158)
@1535698757687 s3 (ds5,174)
@1535698757695 s4 (144)
@1535698757705 s5 (178)
@1535698757748 s1 (ds1,96,96)
@1535698757840 s2 (ds6,192)
@1535698757938 s5 (130)
@1535698757959 s3 (ds5,152)
@1535698757989 s4 (96)
@1535698757989 s1 (ds7,198,198)
@1535698758071 s2 (ds7,196)
@1535698758192 s4 (185)
@1535698758204 s1 (ds2,-1,167)
@1535698758227 s5 (53)
@1535698758255 s3 (ds9,137)
@1535698758298 s2 (ds5,80)
@1535698758423 s4 (107)
@1535698758473 s3 (ds1,51)
@1535698758495 s1 (ds3,89,89)
@1535698758498 s5 (167)
@1535698758570 s2 (ds3,126)
@1535698758658 s4 (131)
@1535698758744 s5 (149)
@1535698758767 s1 (ds2,-1,187)
@1535698758772 s3 (ds3,168)
@1535698758807 s2 (ds6,81)
@1535698758923 s4 (194)
@1535698759020 s3 (ds10,57)
@1535698759024 s5 (198)
@1535698759055 s1 (ds10,109,109)
@1535698759104 s2 (ds10,124)
@1535698759156 s4 (150)
@1535698759230 s3 (ds5,90)
@1535698759277 s5 (132)
@1535698759337 s1 (ds5,58,58)
@1535698759342 s2 (ds4,195)
@1535698759385 s4 (173)
@1535698759522 s5 (169)
@1535698759526 s3 (ds2,107)
@1535698759564 s1 (ds5,50,50)
@1535698759615 s2 (ds9,139)
@1535698759655 s4 (108)
@1535698759770 s5 (70)
@1535698759797 s1 (ds8,105,105)
@1535698759822 s3 (ds2,81)
@1535698759878 s4 (87)
@1535698759889 s2 (ds2,169)
@1535698759993 s5 (142)
@1535698760095 s1 (ds8,91,91)
@1535698760122 s3 (ds5,179)
@1535698760149 s4 (182)
@1535698760161 s2 (ds7,119)
@1535698760282 s5 (176)
@1535698760308 s1 (ds3,111,111)
@1535698760380 s4 (155)
@1535698760420 s3 (ds1,133)
@1535698760425 s2 (ds9,179)
@1535698760512 s5 (66)
@1535698760536 s1 (ds2,52,52)
@1535698760597 s4 (198)
@1535698760705 s2 (ds1,133)
@1535698760706 s3 (ds1,90)
@1535698760747 s1 (ds5,185,185)
@1535698760807 s5 (52)
@1535698760846 s4 (157)
@1535698760928 s2 (ds1,150)
@1535698760953 s1 (ds9,118,118)
@1535698760992 s3 (ds2,54)
@1535698761030 s5 (193)
@1535698761094 s4 (63)
@1535698761137 s2 (ds8,198)
@1535698761246 s1 (ds4,184,184)
@1535698761280 s3 (ds7,126)
@1535698761318 s4 (138)
@1535698761326 s5 (167)
@1535698761355 s2 (ds5,119)
@1535698761481 s1 (ds9,157,157)
@1535698761502 s3 (ds10,83)
@1535698761532 s5 (115)
@1535698761616 s4 (82)
@1535698761623 s2 (ds3,88)
@1535698761715 s1 (ds10,137,137)
@1535698761741 s3 (ds8,151)
@1535698761804 s5 (134)
@1535698761902 s2 (ds6,188)
@1535698761913 s4 (102)
@1535698761918 s1 (ds6,74,74)
@1535698762014 s3 (ds2,193)
@1535698762103 s5 (144)
@1535698762120 s1 (ds7,191,191)
@1535698762132 s2 (ds6,147)
@1535698762168 s4 (161)
@1535698762226 s3 (ds1,133)
@1535698762354 s5 (75)
@1535698762376 s2 (ds9,183)
@1535698762380 s1 (ds10,198,198)
@1535698762466 s4 (117)
@1535698762495 s3 (ds9,51)
@1535698762583 s5 (137)
@1535698762650 s2 (ds9,73)
@1535698762672 s1 (ds5,147,147)
@1535698762675 s4 (89)
@1535698762764 s3 (ds8,178)
@1535698762825 s5 (99)
@1535698762861 s2 (ds5,158)
@1535698762931 s4 (173)
@1535698762957 s1 (ds1,-1,146)
@1535698763036 s5 (83)
@1535698763051 s3 (ds2,135)
@1535698763105 s2 (ds9,187)
@1535698763224 s4 (182)
@1535698763245 s1 (ds5,154,154)
@1535698763270 s5 (136)
@1535698763334 s3 (ds8,137)
@1535698763336 s2 (ds3,190)
@1535698763439 s4 (81)
@1535698763494 s5 (159)
@1535698763501 s1 (ds2,-1,55)
@1535698763536 s2 (ds8,111)
@1535698763619 s3 (ds8,83)
@1535698763714 s4 (197)
@1535698763722 s5 (133)
@1535698763774 s2 (ds1,148)
@1535698763800 s1 (ds8,132,132)
@1535698763833 s3 (ds7,91)
@1535698763935 s4 (84)
@1535698763939 s5 (188)
@1535698764011 s2 (ds8,169)
@1535698764042 s1 (ds1,-1,188)
@1535698764131 s3 (ds8,88)
@1535698764195 s4 (61)
@1535698764236 s5 (97)
@1535698764284 s1 (ds5,197,197)
@1535698764284 s2 (ds6,166)
@1535698764378 s3 (ds7,148)
@1535698764414 s4 (116)
@1535698764488 s2 (ds7,173)
@1535698764491 s1 (ds5,174,174)
@1535698764505 s5 (181)
@1535698764610 s3 (ds8,109)
@1535698764670 s4 (183)
@1535698764717 s1 (ds9,65,65)
@1535698764762 s2 (ds4,190)
@1535698764776 s5 (133)
@1535698764820 s3 (ds10,195)
@1535698764945 s4 (189)
@1535698764978 s1 (ds4,85,85)
@1535698765030 s2 (ds3,63)
@1535698765042 s5 (102)
@1535698765099 s3 (ds8,109)
@1535698765215 s4 (194)
@1535698765253 s2 (ds7,105)
@1535698765258 s1 (ds5,119,119)
@1535698765329 s5 (71)
@1535698765384 s3 (ds8,61)
@1535698765415 s4 (101)
@1535698765460 s1 (ds10,96,96)
@1535698765476 s2 (ds3,64)
@1535698765541 s5 (83)
@1535698765617 s3 (ds1,54)
@1535698765661 s4 (130)
@1535698765706 s1 (ds6,83,83)
@1535698765765 s2 (ds7,76)
@1535698765827 s5 (119)
@1535698765837 s3 (ds2,144)
@1535698765943 s4 (77)
@1535698765943 s1 (ds6,127,127)
@1535698766029 s2 (ds3,79)
@1535698766046 s3 (ds4,64)
@1535698766096 s5 (133)
@1535698766174 s4 (92)
@1535698766219 s1 (ds1,144,144)
@1535698766268 s2 (ds9,191)
@1535698766328 s3 (ds8,168)
@1535698766337 s5 (131)
@1535698766398 s4 (176)
@1535698766444 s1 (ds5,187,187)
@1535698766530 s2 (ds7,199)
@1535698766580 s3 (ds7,82)
@1535698766589 s5 (118)
@1535698766691 s4 (169)
@1535698766731 s2 (ds6,178)
@1535698766736 s1 (ds7,52,52)
@1535698766781 s3 (ds4,68)
@1535698766845 s5 (184)
@1535698766953 s4 (110)
@1535698766985 s2 (ds1,125)
@1535698766998 s3 (ds7,89)
@1535698767000 s1 (ds10,127,127)
@1535698767108 s5 (98)
@1535698767162 s4 (63)
@1535698767218 s3 (ds2,150)
@1535698767219 s2 (ds1,69)
@1535698767227 s1 (ds10,56,56)
@1535698767342 s5 (89)
@1535698767372 s4 (170)
@1535698767429 s2 (ds8,155)
@1535698767504 s3 (ds4,50)
@1535698767515 s1 (ds8,91,91)
@1535698767603 s4 (124)
@1535698767642 s5 (50)
@1535698767690 s2 (ds4,118)
@1535698767778 s3 (ds3,159)
@1535698767778 s1 (ds10,112,112)
@1535698767823 s4 (115)
@1535698767875 s5 (101)
@1535698767919 s2 (ds4,138)
@1535698767989 s3 (ds1,187)
@1535698768034 s1 (ds7,147,147)
@1535698768084 s4 (107)
@1535698768156 s5 (171)
@1535698768164 s2 (ds9,194)
@1535698768254 s3 (ds3,100)
@1535698768267 s1 (ds3,71,71)
@1535698768370 s4 (102)
@1535698768395 s5 (105)
@1535698768433 s2 (ds9,191)
@1535698768483 s1 (ds1,158,158)
@1535698768513 s3 (ds8,196)
@1535698768571 s4 (134)
@1535698768693 s5 (79)
@1535698768713 s2 (ds10,142)
@1535698768718 s1 (ds5,127,127)
@1535698768746 s3 (ds5,73)
@1535698768855 s4 (186)
@1535698768916 s5 (79)
@1535698768926 s1 (ds1,166,166)
@1535698768972 s3 (ds1,103)
@1535698768992 s2 (ds5,86)
@1535698769146 s4 (75)
@1535698769155 s1 (ds7,123,123)
@1535698769196 s5 (58)
@1535698769208 s3 (ds2,199)
@1535698769258 s2 (ds9,72)
@1535698769379 s1 (ds2,-1,149)
@1535698769406 s4 (58)
@1535698769444 s5 (168)
@1535698769462 s2 (ds5,138)
@1535698769500 s3 (ds6,191)
@1535698769609 s1 (ds3,91,91)
@1535698769610 s4 (127)
@1535698769713 s2 (ds2,177)
@1535698769725 s3 (ds5,147)
@1535698769743 s5 (66)
@1535698769880 s4 (190)
@1535698769888 s1 (ds1,189,189)
@1535698769962 s2 (ds8,89)
@1535698769973 s3 (ds3,69)
@1535698770033 s5 (134)
@1535698770091 s1 (ds8,190,190)
@1535698770162 s4 (106)
@1535698770249 s2 (ds4,140)
@1535698770261 s3 (ds4,99)
@1535698770291 s5 (180)
@1535698770308 s1 (ds3,67,67)
@1535698770377 s4 (92)
@1535698770474 s3 (ds4,105)
@1535698770503 s2 (ds1,116)
@1535698770538 s1 (ds3,147,147)
@1535698770580 s5 (82)
@1535698770665 s4 (176)
@1535698770709 s3 (ds4,100)
@1535698770781 s1 (ds10,176,176)
@1535698770783 s2 (ds2,56)
@1535698770865 s5 (183)
@1535698770952 s4 (108)
@1535698770963 s3 (ds5,149)
@1535698771040 s1 (ds4,98,98)
@1535698771070 s2 (ds8,174)
@1535698771129 s5 (126)
@1535698771224 s4 (165)
@1535698771259 s3 (ds6,93)
@1535698771318 s2 (ds8,188)
@1535698771329 s1 (ds4,55,55)
@1535698771426 s5 (174)
@1535698771444 s4 (84)
@1535698771497 s3 (ds9,147)
@1535698771601 s2 (ds4,92)
@1535698771607 s1 (ds1,186,186)
@1535698771645 s5 (113)
@1535698771706 s4 (73)
@1535698771709 s3 (ds10,110)
@1535698771859 s1 (ds6,102,102)
@1535698771863 s2 (ds4,189)
@1535698771877 s5 (86)
@1535698771946 s3 (ds10,146)
@1535698771996 s4 (167)
@1535698772067 s2 (ds1,195)
@1535698772086 s1 (ds7,141,141)
@1535698772130 s5 (52)
@1535698772181 s3 (ds8,156)
@1535698772257 s4 (169)
@1535698772280 s2 (ds7,132)
@1535698772315 s1 (ds10,107,107)
@1535698772381 s5 (107)
@1535698772454 s3 (ds8,111)
@1535698772491 s4 (183)
@1535698772519 s1 (ds9,53,53)
@1535698772569 s2 (ds8,54)
@1535698772603 s5 (93)
@1535698772752 s3 (ds10,66)
@1535698772772 s4 (154)
@1535698772798 s1 (ds5,76,76)
@1535698772808 s5 (180)
@1535698772860 s2 (ds1,51)
@1535698772990 s4 (88)
@1535698773026 s5 (197)
@1535698773045 s3 (ds4,175)
@1535698773066 s1 (ds2,54,54)
@1535698773110 s2 (ds3,80)
@1535698773240 s4 (128)
@1535698773275 s3 (ds7,144)
@1535698773307 s5 (114)
@1535698773321 s2 (ds4,187)
@1535698773363 s1 (ds3,55,55)
@1535698773451 s4 (165)
@1535698773508 s3 (ds4,189)
@1535698773533 s5 (199)
@1535698773594 s1 (ds6,198,198)
@1535698773599 s2 (ds5,182)
@1535698773684 s4 (192)
@1535698773780 s3 (ds7,199)
@1535698773809 s2 (ds1,85)
@1535698773811 s1 (ds7,97,97)
@1535698773814 s5 (184)
@1535698773933 s4 (155)
@1535698774025 s2 (ds6,197)
@1535698774034 s5 (195)
@1535698774044 s1 (ds3,81,81)
@1535698774071 s3 (ds3,153)
@1535698774199 s4 (93)
@1535698774228 s2 (ds4,50)
@1535698774242 s5 (185)
@1535698774276 s3 (ds2,55)
@1535698774305 s1 (ds1,164,164)
@1535698774418 s4 (162)
@1535698774436 s2 (ds2,113)
@1535698774484 s5 (170)
@1535698774523 s1 (ds1,149,149)
@1535698774531 s3 (ds1,110)
@1535698774649 s4 (181)
@1535698774691 s5 (55)
@1535698774693 s2 (ds4,87)
@1535698774735 s1 (ds5,130,130)
@1535698774758 s3 (ds5,118)
@1535698774876 s4 (86)
@1535698774924 s5 (74)
@1535698774954 s2 (ds1,151)
@1535698774965 s3 (ds8,141)
@1535698774982 s1 (ds7,130,130)
@1535698775096 s4 (67)
@1535698775182 s5 (166)
@1535698775207 s2 (ds1,157)
@1535698775219 s3 (ds5,179)
@1535698775221 s1 (ds10,108,108)
@1535698775351 s4 (158)
@1535698775383 s5 (130)
@1535698775425 s1 (ds10,181,181)
@1535698775444 s2 (ds1,191)
@1535698775471 s3 (ds8,71)
@1535698775565 s4 (89)
@1535698775584 s5 (55)
@1535698775668 s2 (ds1,79)
@1535698775714 s1 (ds9,120,120)
@1535698775756 s3 (ds2,74)
@1535698775775 s4 (64)
@1535698775834 s5 (142)
@1535698775950 s1 (ds7,106,106)
@1535698775954 s2 (ds7,133)
@1535698776010 s4 (142)
@1535698776035 s3 (ds3,53)
@1535698776086 s5 (134)
@1535698776175 s1 (ds2,-1,184)
@1535698776182 s2 (ds7,112)
@1535698776214 s4 (121)
@1535698776296 s3 (ds10,123)
@1535698776313 s5 (123)
@1535698776420 s4 (130)
@1535698776441 s1 (ds8,118,118)
@1535698776468 s2 (ds7,90)
@1535698776525 s3 (ds4,51)
@1535698776573 s5 (119)
@1535698776681 s2 (ds4,134)
@1535698776701 s4 (55)
@1535698776732 s1 (ds3,132,132)
@1535698776777 s3 (ds7,174)
@1535698776778 s5 (72)
@1535698776908 s4 (56)
@1535698776965 s2 (ds1,120)
@1535698776993 s3 (ds8,68)
@1535698777004 s1 (ds6,106,106)
@1535698777028 s5 (72)
@1535698777182 s4 (172)
@1535698777226 s2 (ds9,144)
@1535698777272 s1 (ds8,186,186)
@1535698777281 s3 (ds2,167)
@1535698777308 s5 (62)
@1535698777461 s4 (166)
@1535698777486 s2 (ds2,187)
@1535698777521 s3 (ds5,150)
@1535698777540 s1 (ds2,-1,168)
@1535698777597 s5 (74)
@1535698777668 s4 (156)
@1535698777691 s2 (ds7,181)
@1535698777820 s1 (ds9,90,90)
@1535698777822 s3 (ds5,136)
@1535698777858 s5 (149)
@1535698777954 s4 (89)
@1535698777976 s2 (ds9,145)
@1535698778057 s3 (ds9,105)
@1535698778070 s5 (146)
@1535698778083 s1 (ds4,114,114)
@1535698778196 s2 (ds2,171)
@1535698778202 s4 (128)
@1535698778275 s5 (133)
@1535698778309 s3 (ds9,73)
@1535698778309 s1 (ds6,87,87)
@1535698778490 s2 (ds6,71)
@1535698778497 s4 (144)
@1535698778514 s5 (178)
@1535698778573 s3 (ds10,184)
@1535698778595 s1 (ds4,80,80)
@1535698778727 s2 (ds8,151)
@1535698778782 s4 (176)
@1535698778814 s5 (77)
@1535698778834 s1 (ds10,160,160)
@1535698778840 s3 (ds5,125)
@1535698778973 s2 (ds2,78)
@1535698778987 s4 (147)
@1535698779029 s5 (83)
@1535698779121 s3 (ds3,87)
@1535698779128 s1 (ds2,118,118)
@1535698779190 s4 (70)
@1535698779238 s2 (ds2,108)
@1535698779296 s5 (125)
@1535698779348 s1 (ds1,86,86)
@1535698779384 s3 (ds8,147)
@1535698779487 s4 (155)
@1535698779509 s2 (ds1,70)
@1535698779570 s5 (164)
@1535698779570 s1 (ds4,169,169)
